id,rodada,data,horario,dia,mandante,visitante,vencedor,arena,mandante_placar,visitante_placar,estado_mandante,estado_visitante,estado_vencedor,perdedor,turno_dia,saldo_placar,pontos_mandante,pontos_visitante,temporada
3838,8,2009-06-28,18h30,domingo,sport,grêmio,sport,ilha do retiro,3.0,1.0,pe,rs,pe,grêmio,noite,2.0,3,0,temporada_2009
3839,8,2009-06-28,18h30,domingo,vitória,santo andré,vitória,barradão,4.0,1.0,es,sp,es,santo andré,noite,3.0,3,0,temporada_2009
3840,9,2009-07-04,18h30,sábado,santo andré,barueri,-,bruno josé daniel,1.0,1.0,sp,sp,-,-,noite,0.0,1,1,temporada_2009
3841,9,2009-07-04,18h30,sábado,flamengo,vitória,flamengo,engenhão,2.0,1.0,rj,es,rj,vitória,noite,1.0,3,0,temporada_2009
3842,9,2009-07-04,18h30,sábado,santos,sport,santos,vila belmiro,1.0,0.0,sp,pe,sp,sport,noite,1.0,3,0,temporada_2009
3843,9,2009-07-05,16h00,domingo,atlético-mg,botafogo-rj,-,mineirão,1.0,1.0,mg,rj,-,-,tarde,0.0,1,1,temporada_2009
3844,9,2009-07-05,16h00,domingo,coritiba,são paulo,coritiba,couto pereira,2.0,0.0,pr,sp,pr,são paulo,tarde,2.0,3,0,temporada_2009
3845,9,2009-07-05,16h00,domingo,goiás,cruzeiro,goiás,serra dourada,1.0,0.0,go,mg,go,cruzeiro,tarde,1.0,3,0,temporada_2009
3846,9,2009-07-05,16h00,domingo,grêmio,athlético-pr,grêmio,olímpico monumental,4.0,1.0,rs,pr,rs,athlético-pr,tarde,3.0,3,0,temporada_2009
3847,9,2009-07-05,18h30,domingo,náutico,internacional,internacional,aflitos,0.0,2.0,pe,rs,rs,náutico,noite,-2.0,0,3,temporada_2009
3848,9,2009-07-05,18h30,domingo,avaí,palmeiras,palmeiras,ressacada,0.0,3.0,sc,sp,sp,avaí,noite,-3.0,0,3,temporada_2009
3849,9,2009-07-08,21h50,quarta-feira,corinthians,fluminense,corinthians,pacaembu,4.0,2.0,sp,rj,sp,fluminense,noite,2.0,3,0,temporada_2009
3850,10,2009-07-11,16h00,sábado,barueri,coritiba,barueri,arena barueri,3.0,1.0,sp,pr,sp,coritiba,tarde,2.0,3,0,temporada_2009
3851,10,2009-07-11,18h30,sábado,avaí,botafogo-rj,botafogo-rj,ressacada,1.0,2.0,sc,rj,rj,avaí,noite,-1.0,0,3,temporada_2009
3852,10,2009-07-11,18h30,sábado,palmeiras,náutico,palmeiras,palestra itália,4.0,1.0,sp,pe,sp,náutico,noite,3.0,3,0,temporada_2009
3853,10,2009-07-12,16h00,domingo,são paulo,flamengo,-,morumbi,2.0,2.0,sp,rj,-,-,tarde,0.0,1,1,temporada_2009
3854,10,2009-07-12,16h00,domingo,cruzeiro,atlético-mg,atlético-mg,mineirão,0.0,3.0,mg,mg,mg,cruzeiro,tarde,-3.0,0,3,temporada_2009
3855,10,2009-07-12,16h00,domingo,athlético-pr,internacional,athlético-pr,arena da baixada,3.0,2.0,pr,rs,pr,internacional,tarde,1.0,3,0,temporada_2009
3856,10,2009-07-12,16h00,domingo,grêmio,corinthians,grêmio,olímpico monumental,3.0,0.0,rs,sp,rs,corinthians,tarde,3.0,3,0,temporada_2009
3857,10,2009-07-12,18h30,domingo,fluminense,santo andré,santo andré,maracanã,0.0,1.0,rj,sp,sp,fluminense,noite,-1.0,0,3,temporada_2009
3858,10,2009-07-12,18h30,domingo,sport,goiás,sport,ilha do retiro,1.0,0.0,pe,go,pe,goiás,noite,1.0,3,0,temporada_2009
3859,10,2009-07-12,18h30,domingo,vitória,santos,vitória,barradão,6.0,2.0,es,sp,es,santos,noite,4.0,3,0,temporada_2009
3860,11,2009-07-15,21h00,quarta-feira,santos,barueri,-,vila belmiro,3.0,3.0,sp,sp,-,-,noite,0.0,1,1,temporada_2009
3861,11,2009-07-15,19h30,quarta-feira,goiás,avaí,avaí,serra dourada,0.0,2.0,go,sc,sc,goiás,noite,-2.0,0,3,temporada_2009
3862,11,2009-07-15,19h30,quarta-feira,coritiba,grêmio,coritiba,couto pereira,2.0,1.0,pr,rs,pr,grêmio,noite,1.0,3,0,temporada_2009
3863,11,2009-07-15,21h50,quarta-feira,internacional,fluminense,internacional,beira rio,4.0,2.0,rs,rj,rs,fluminense,noite,2.0,3,0,temporada_2009
3864,11,2009-07-15,21h50,quarta-feira,flamengo,palmeiras,palmeiras,maracanã,1.0,2.0,rj,sp,sp,flamengo,noite,-1.0,0,3,temporada_2009
3865,11,2009-07-15,21h00,quarta-feira,santo andré,athlético-pr,santo andré,bruno josé daniel,1.0,0.0,sp,pr,sp,athlético-pr,noite,1.0,3,0,temporada_2009
3866,11,2009-07-16,21h00,quinta-feira,náutico,vitória,-,aflitos,1.0,1.0,pe,es,-,-,noite,0.0,1,1,temporada_2009
3867,11,2009-07-16,21h00,quinta-feira,atlético-mg,são paulo,atlético-mg,mineirão,2.0,0.0,mg,sp,mg,são paulo,noite,2.0,3,0,temporada_2009
3868,11,2009-07-16,21h00,quinta-feira,corinthians,sport,corinthians,pacaembu,4.0,3.0,sp,pe,sp,sport,noite,1.0,3,0,temporada_2009
3869,12,2009-07-18,18h30,sábado,fluminense,goiás,goiás,maracanã,1.0,4.0,rj,go,go,fluminense,noite,-3.0,0,3,temporada_2009
3870,12,2009-07-18,18h30,sábado,palmeiras,santo andré,palmeiras,palestra itália,1.0,0.0,sp,sp,sp,santo andré,noite,1.0,3,0,temporada_2009
3871,12,2009-07-19,18h30,domingo,vitória,atlético-mg,-,barradão,0.0,0.0,es,mg,-,-,noite,0.0,1,1,temporada_2009
3872,12,2009-07-19,16h00,domingo,athlético-pr,coritiba,-,arena da baixada,0.0,0.0,pr,pr,-,-,tarde,0.0,1,1,temporada_2009
3873,12,2009-07-19,18h30,domingo,botafogo-rj,flamengo,-,maracanã,2.0,2.0,rj,rj,-,-,noite,0.0,1,1,temporada_2009
3874,12,2009-07-19,18h30,domingo,sport,avaí,avaí,ilha do retiro,1.0,3.0,pe,sc,sc,sport,noite,-2.0,0,3,temporada_2009
3875,12,2009-07-19,18h30,domingo,barueri,náutico,barueri,arena barueri,4.0,0.0,sp,pe,sp,náutico,noite,4.0,3,0,temporada_2009
3876,12,2009-07-19,16h00,domingo,cruzeiro,corinthians,corinthians,mineirão,1.0,2.0,mg,sp,sp,cruzeiro,tarde,-1.0,0,3,temporada_2009
3877,12,2009-07-19,16h00,domingo,grêmio,internacional,grêmio,olímpico monumental,2.0,1.0,rs,rs,rs,internacional,tarde,1.0,3,0,temporada_2009
3878,12,2009-07-19,16h00,domingo,são paulo,santos,são paulo,morumbi,2.0,1.0,sp,sp,sp,santos,tarde,1.0,3,0,temporada_2009
3879,13,2009-07-22,19h30,quarta-feira,flamengo,barueri,-,maracanã,1.0,1.0,rj,sp,-,-,noite,0.0,1,1,temporada_2009
3880,13,2009-07-22,21h50,quarta-feira,náutico,botafogo-rj,-,aflitos,2.0,2.0,pe,rj,-,-,noite,0.0,1,1,temporada_2009
3881,13,2009-07-22,21h50,quarta-feira,internacional,são paulo,-,beira rio,2.0,2.0,rs,sp,-,-,noite,0.0,1,1,temporada_2009
3882,13,2009-07-22,19h30,quarta-feira,avaí,grêmio,avaí,ressacada,1.0,0.0,sc,rs,sc,grêmio,noite,1.0,3,0,temporada_2009
3883,13,2009-07-22,19h30,quarta-feira,santo andré,cruzeiro,cruzeiro,bruno josé daniel,0.0,2.0,sp,mg,mg,santo andré,noite,-2.0,0,3,temporada_2009
3884,13,2009-07-22,21h50,quarta-feira,goiás,palmeiras,goiás,serra dourada,2.0,1.0,go,sp,go,palmeiras,noite,1.0,3,0,temporada_2009
3885,13,2009-07-22,21h00,quarta-feira,santos,athlético-pr,santos,vila belmiro,1.0,0.0,sp,pr,sp,athlético-pr,noite,1.0,3,0,temporada_2009
3886,13,2009-07-23,21h00,quinta-feira,coritiba,sport,-,couto pereira,1.0,1.0,pr,pe,-,-,noite,0.0,1,1,temporada_2009
3887,13,2009-07-23,21h00,quinta-feira,atlético-mg,fluminense,atlético-mg,mineirão,2.0,1.0,mg,rj,mg,fluminense,noite,1.0,3,0,temporada_2009
3888,13,2009-07-23,21h00,quinta-feira,corinthians,vitória,corinthians,pacaembu,2.0,1.0,sp,es,sp,vitória,noite,1.0,3,0,temporada_2009
3889,14,2009-07-25,18h30,sábado,athlético-pr,avaí,avaí,arena da baixada,1.0,3.0,pr,sc,sc,athlético-pr,noite,-2.0,0,3,temporada_2009
3890,14,2009-07-25,18h30,sábado,botafogo-rj,internacional,botafogo-rj,engenhão,3.0,2.0,rj,rs,rj,internacional,noite,1.0,3,0,temporada_2009
3891,14,2009-07-25,18h30,sábado,grêmio,santo andré,grêmio,olímpico monumental,3.0,2.0,rs,sp,rs,santo andré,noite,1.0,3,0,temporada_2009
3892,14,2009-07-26,18h30,domingo,fluminense,cruzeiro,-,maracanã,1.0,1.0,rj,mg,-,-,noite,0.0,1,1,temporada_2009
3893,14,2009-07-26,16h00,domingo,sport,náutico,-,ilha do retiro,3.0,3.0,pe,pe,-,-,tarde,0.0,1,1,temporada_2009
3894,14,2009-07-26,16h00,domingo,santos,flamengo,flamengo,vila belmiro,1.0,2.0,sp,rj,rj,santos,tarde,-1.0,0,3,temporada_2009
3895,14,2009-07-26,16h00,domingo,atlético-mg,goiás,goiás,mineirão,0.0,1.0,mg,go,go,atlético-mg,tarde,-1.0,0,3,temporada_2009
3896,14,2009-07-26,16h00,domingo,corinthians,palmeiras,palmeiras,eduardo josé farah,0.0,3.0,sp,sp,sp,corinthians,tarde,-3.0,0,3,temporada_2009
3897,14,2009-07-26,18h30,domingo,barueri,são paulo,são paulo,arena barueri,1.0,2.0,sp,sp,sp,barueri,noite,-1.0,0,3,temporada_2009
3898,14,2009-07-26,18h30,domingo,vitória,coritiba,vitória,barradão,1.0,0.0,es,pr,es,coritiba,noite,1.0,3,0,temporada_2009
3899,15,2009-07-29,19h30,quarta-feira,coritiba,botafogo-rj,-,couto pereira,2.0,2.0,pr,rj,-,-,noite,0.0,1,1,temporada_2009
3900,15,2009-07-29,21h50,quarta-feira,santo andré,corinthians,-,teixeirão,1.0,1.0,sp,sp,-,-,noite,0.0,1,1,temporada_2009
3901,15,2009-07-29,21h50,quarta-feira,cruzeiro,sport,cruzeiro,mineirão,1.0,0.0,mg,pe,mg,sport,noite,1.0,3,0,temporada_2009
3902,15,2009-07-29,21h00,quarta-feira,goiás,athlético-pr,goiás,serra dourada,3.0,0.0,go,pr,go,athlético-pr,noite,3.0,3,0,temporada_2009
3903,15,2009-07-29,21h00,quarta-feira,internacional,barueri,internacional,beira rio,3.0,2.0,rs,sp,rs,barueri,noite,1.0,3,0,temporada_2009
3904,15,2009-07-29,21h50,quarta-feira,palmeiras,fluminense,palmeiras,palestra itália,1.0,0.0,sp,rj,sp,fluminense,noite,1.0,3,0,temporada_2009
3905,15,2009-07-29,19h30,quarta-feira,náutico,santos,santos,aflitos,1.0,2.0,pe,sp,sp,náutico,noite,-1.0,0,3,temporada_2009
3906,15,2009-07-30,21h00,quinta-feira,avaí,vitória,avaí,ressacada,4.0,0.0,sc,es,sc,vitória,noite,4.0,3,0,temporada_2009
3907,15,2009-07-30,21h00,quinta-feira,flamengo,atlético-mg,flamengo,maracanã,3.0,1.0,rj,mg,rj,atlético-mg,noite,2.0,3,0,temporada_2009
3908,15,2009-07-30,21h00,quinta-feira,são paulo,grêmio,são paulo,morumbi,2.0,1.0,sp,rs,sp,grêmio,noite,1.0,3,0,temporada_2009
3909,16,2009-08-01,18h30,sábado,botafogo-rj,barueri,botafogo-rj,engenhão,2.0,1.0,rj,sp,rj,barueri,noite,1.0,3,0,temporada_2009
3910,16,2009-08-01,18h30,sábado,sport,palmeiras,palmeiras,ilha do retiro,0.0,1.0,pe,sp,sp,sport,noite,-1.0,0,3,temporada_2009
3911,16,2009-08-02,16h00,domingo,corinthians,avaí,-,pacaembu,0.0,0.0,sp,sc,-,-,tarde,0.0,1,1,temporada_2009
3912,16,2009-08-02,16h00,domingo,flamengo,náutico,-,maracanã,1.0,1.0,rj,pe,-,-,tarde,0.0,1,1,temporada_2009
3913,16,2009-08-02,16h00,domingo,atlético-mg,coritiba,atlético-mg,mineirão,3.0,2.0,mg,pr,mg,coritiba,tarde,1.0,3,0,temporada_2009
3914,16,2009-08-02,16h00,domingo,athlético-pr,fluminense,athlético-pr,estádio do café,1.0,0.0,pr,rj,pr,fluminense,tarde,1.0,3,0,temporada_2009
3915,16,2009-08-02,18h30,domingo,santo andré,goiás,goiás,anacleto campanella,1.0,2.0,sp,go,go,santo andré,noite,-1.0,0,3,temporada_2009
3916,16,2009-08-02,18h30,domingo,grêmio,cruzeiro,grêmio,olímpico monumental,4.0,1.0,rs,mg,rs,cruzeiro,noite,3.0,3,0,temporada_2009
3917,16,2009-08-02,16h00,domingo,vitória,são paulo,são paulo,barradão,0.0,1.0,es,sp,sp,vitória,tarde,-1.0,0,3,temporada_2009
3918,17,2009-08-05,19h30,quarta-feira,cruzeiro,athlético-pr,athlético-pr,mineirão,0.0,2.0,mg,pr,pr,cruzeiro,noite,-2.0,0,3,temporada_2009
3919,17,2009-08-05,21h00,quarta-feira,avaí,santo andré,avaí,ressacada,1.0,0.0,sc,sp,sc,santo andré,noite,1.0,3,0,temporada_2009
3920,17,2009-08-05,21h50,quarta-feira,goiás,flamengo,goiás,serra dourada,3.0,2.0,go,rj,go,flamengo,noite,1.0,3,0,temporada_2009
3921,17,2009-08-05,21h50,quarta-feira,náutico,corinthians,náutico,aflitos,1.0,0.0,pe,sp,pe,corinthians,noite,1.0,3,0,temporada_2009
3922,17,2009-08-05,21h50,quarta-feira,coritiba,santos,santos,olímpico regional,0.0,1.0,pr,sp,sp,coritiba,noite,-1.0,0,3,temporada_2009
3923,17,2009-08-05,21h00,quarta-feira,são paulo,botafogo-rj,são paulo,morumbi,3.0,1.0,sp,rj,sp,botafogo-rj,noite,2.0,3,0,temporada_2009
3924,17,2009-08-06,21h00,quinta-feira,palmeiras,grêmio,-,palestra itália,1.0,1.0,sp,rs,-,-,noite,0.0,1,1,temporada_2009
3925,17,2009-08-06,21h00,quinta-feira,barueri,vitória,barueri,arena barueri,4.0,0.0,sp,es,sp,vitória,noite,4.0,3,0,temporada_2009
3926,17,2009-08-06,21h00,quinta-feira,fluminense,sport,fluminense,maracanã,5.0,1.0,rj,pe,rj,sport,noite,4.0,3,0,temporada_2009
3927,18,2009-08-08,18h30,sábado,santos,avaí,-,vila belmiro,2.0,2.0,sp,sc,-,-,noite,0.0,1,1,temporada_2009
3928,18,2009-08-08,18h30,sábado,botafogo-rj,athlético-pr,athlético-pr,engenhão,0.0,1.0,rj,pr,pr,botafogo-rj,noite,-1.0,0,3,temporada_2009
3929,18,2009-08-08,18h30,sábado,náutico,santo andré,náutico,luiz lacerda,2.0,1.0,pe,sp,pe,santo andré,noite,1.0,3,0,temporada_2009
3930,18,2009-08-09,16h00,domingo,vitória,fluminense,-,barradão,2.0,2.0,es,rj,-,-,tarde,0.0,1,1,temporada_2009
3931,18,2009-08-09,18h30,domingo,barueri,grêmio,barueri,arena barueri,1.0,0.0,sp,rs,sp,grêmio,noite,1.0,3,0,temporada_2009
3932,18,2009-08-09,18h30,domingo,coritiba,cruzeiro,cruzeiro,couto pereira,1.0,3.0,pr,mg,mg,coritiba,noite,-2.0,0,3,temporada_2009
3933,18,2009-08-09,16h00,domingo,flamengo,corinthians,flamengo,maracanã,1.0,0.0,rj,sp,rj,corinthians,tarde,1.0,3,0,temporada_2009
3934,18,2009-08-09,18h30,domingo,são paulo,goiás,são paulo,morumbi,3.0,1.0,sp,go,sp,goiás,noite,2.0,3,0,temporada_2009
3935,18,2009-08-10,21h00,segunda-feira,internacional,sport,internacional,beira rio,3.0,0.0,rs,pe,rs,sport,noite,3.0,3,0,temporada_2009
3936,18,2009-08-12,21h50,quarta-feira,atlético-mg,palmeiras,-,mineirão,1.0,1.0,mg,sp,-,-,noite,0.0,1,1,temporada_2009
3937,19,2009-08-15,18h30,sábado,palmeiras,botafogo-rj,-,palestra itália,1.0,1.0,sp,rj,-,-,noite,0.0,1,1,temporada_2009
3938,19,2009-08-15,18h30,sábado,avaí,náutico,avaí,ressacada,2.0,1.0,sc,pe,sc,náutico,noite,1.0,3,0,temporada_2009
3939,19,2009-08-15,18h30,sábado,santo andré,internacional,internacional,bruno josé daniel,0.0,2.0,sp,rs,rs,santo andré,noite,-2.0,0,3,temporada_2009
3940,19,2009-08-16,18h30,domingo,cruzeiro,santos,-,mineirão,0.0,0.0,mg,sp,-,-,noite,0.0,1,1,temporada_2009
3941,19,2009-08-16,18h30,domingo,athlético-pr,barueri,athlético-pr,arena da baixada,3.0,0.0,pr,sp,pr,barueri,noite,3.0,3,0,temporada_2009
3942,19,2009-08-16,16h00,domingo,corinthians,atlético-mg,corinthians,pacaembu,2.0,0.0,sp,mg,sp,atlético-mg,tarde,2.0,3,0,temporada_2009
3943,19,2009-08-16,16h00,domingo,fluminense,coritiba,coritiba,maracanã,1.0,3.0,rj,pr,pr,fluminense,tarde,-2.0,0,3,temporada_2009
3944,19,2009-08-16,16h00,domingo,goiás,vitória,goiás,serra dourada,3.0,2.0,go,es,go,vitória,tarde,1.0,3,0,temporada_2009
3945,19,2009-08-16,16h00,domingo,grêmio,flamengo,grêmio,olímpico monumental,4.0,1.0,rs,rj,rs,flamengo,tarde,3.0,3,0,temporada_2009
3946,19,2009-08-16,16h00,domingo,sport,são paulo,são paulo,ilha do retiro,1.0,2.0,pe,sp,sp,sport,tarde,-1.0,0,3,temporada_2009
3947,20,2009-08-19,21h00,quarta-feira,barueri,sport,barueri,arena barueri,2.0,1.0,sp,pe,sp,sport,noite,1.0,3,0,temporada_2009
3948,20,2009-08-19,21h50,quarta-feira,internacional,corinthians,corinthians,beira rio,1.0,2.0,rs,sp,sp,internacional,noite,-1.0,0,3,temporada_2009
3949,20,2009-08-19,21h50,quarta-feira,coritiba,palmeiras,coritiba,couto pereira,1.0,0.0,pr,sp,pr,palmeiras,noite,1.0,3,0,temporada_2009
3950,20,2009-08-19,19h30,quarta-feira,botafogo-rj,santo andré,santo andré,engenhão,1.0,2.0,rj,sp,sp,botafogo-rj,noite,-1.0,0,3,temporada_2009
3951,20,2009-08-19,19h30,quarta-feira,santos,grêmio,santos,vila belmiro,1.0,0.0,sp,rs,sp,grêmio,noite,1.0,3,0,temporada_2009
3952,20,2009-08-19,21h50,quarta-feira,são paulo,fluminense,são paulo,morumbi,1.0,0.0,sp,rj,sp,fluminense,noite,1.0,3,0,temporada_2009
3953,20,2009-08-19,19h30,quarta-feira,vitória,athlético-pr,vitória,barradão,2.0,1.0,es,pr,es,athlético-pr,noite,1.0,3,0,temporada_2009
3954,20,2009-08-20,21h00,quinta-feira,atlético-mg,avaí,-,mineirão,2.0,2.0,mg,sc,-,-,noite,0.0,1,1,temporada_2009
3955,20,2009-08-20,21h00,quinta-feira,flamengo,cruzeiro,cruzeiro,maracanã,1.0,2.0,rj,mg,mg,flamengo,noite,-1.0,0,3,temporada_2009
3956,20,2009-08-20,21h00,quinta-feira,náutico,goiás,náutico,aflitos,2.0,0.0,pe,go,pe,goiás,noite,2.0,3,0,temporada_2009
3957,21,2009-08-22,18h30,sábado,palmeiras,internacional,palmeiras,palestra itália,2.0,1.0,sp,rs,sp,internacional,noite,1.0,3,0,temporada_2009
3958,21,2009-08-22,18h30,sábado,santo andré,coritiba,santo andré,bruno josé daniel,1.0,0.0,sp,pr,sp,coritiba,noite,1.0,3,0,temporada_2009
3959,21,2009-08-22,18h30,sábado,sport,vitória,sport,ilha do retiro,2.0,0.0,pe,es,pe,vitória,noite,2.0,3,0,temporada_2009
3960,21,2009-08-23,16h00,domingo,fluminense,barueri,-,maracanã,0.0,0.0,rj,sp,-,-,tarde,0.0,1,1,temporada_2009
3961,21,2009-08-23,16h00,domingo,corinthians,botafogo-rj,-,pacaembu,3.0,3.0,sp,rj,-,-,tarde,0.0,1,1,temporada_2009
3962,21,2009-08-23,16h00,domingo,athlético-pr,são paulo,athlético-pr,arena da baixada,1.0,0.0,pr,sp,pr,são paulo,tarde,1.0,3,0,temporada_2009
3963,21,2009-08-23,18h30,domingo,avaí,flamengo,avaí,ressacada,3.0,0.0,sc,rj,sc,flamengo,noite,3.0,3,0,temporada_2009
3964,21,2009-08-23,18h30,domingo,cruzeiro,náutico,cruzeiro,mineirão,4.0,2.0,mg,pe,mg,náutico,noite,2.0,3,0,temporada_2009
3965,21,2009-08-23,18h30,domingo,goiás,santos,goiás,serra dourada,2.0,1.0,go,sp,go,santos,noite,1.0,3,0,temporada_2009
3966,21,2009-08-23,16h00,domingo,grêmio,atlético-mg,grêmio,olímpico monumental,4.0,1.0,rs,mg,rs,atlético-mg,tarde,3.0,3,0,temporada_2009
3967,22,2009-08-26,21h50,quarta-feira,barueri,corinthians,-,arena barueri,2.0,2.0,sp,sp,-,-,noite,0.0,1,1,temporada_2009
3968,16,2009-08-26,21h00,quarta-feira,santos,internacional,-,vila belmiro,3.0,3.0,sp,rs,-,-,noite,0.0,1,1,temporada_2009
3969,11,2009-08-27,21h00,quinta-feira,botafogo-rj,cruzeiro,-,engenhão,1.0,1.0,rj,mg,-,-,noite,0.0,1,1,temporada_2009
3970,22,2009-08-29,18h30,sábado,coritiba,avaí,coritiba,couto pereira,2.0,0.0,pr,sc,pr,avaí,noite,2.0,3,0,temporada_2009
3971,22,2009-08-29,18h30,sábado,flamengo,santo andré,flamengo,maracanã,3.0,0.0,rj,sp,rj,santo andré,noite,3.0,3,0,temporada_2009
3972,22,2009-08-29,18h30,sábado,náutico,athlético-pr,náutico,aflitos,3.0,0.0,pe,pr,pe,athlético-pr,noite,3.0,3,0,temporada_2009
3973,22,2009-08-30,18h30,domingo,vitória,cruzeiro,-,barradão,3.0,3.0,es,mg,-,-,noite,0.0,1,1,temporada_2009
3974,22,2009-08-30,18h30,domingo,botafogo-rj,grêmio,-,engenhão,3.0,3.0,rj,rs,-,-,noite,0.0,1,1,temporada_2009
3975,22,2009-08-30,16h00,domingo,são paulo,palmeiras,-,morumbi,0.0,0.0,sp,sp,-,-,tarde,0.0,1,1,temporada_2009
3976,22,2009-08-30,16h00,domingo,atlético-mg,sport,-,mineirão,1.0,1.0,mg,pe,-,-,tarde,0.0,1,1,temporada_2009
3977,22,2009-08-30,18h30,domingo,internacional,goiás,internacional,beira rio,4.0,0.0,rs,go,rs,goiás,noite,4.0,3,0,temporada_2009
3978,22,2009-08-30,16h00,domingo,santos,fluminense,santos,vila belmiro,2.0,0.0,sp,rj,sp,fluminense,tarde,2.0,3,0,temporada_2009
3979,23,2009-09-02,21h50,quarta-feira,corinthians,santos,corinthians,pacaembu,2.0,1.0,sp,sp,sp,santos,noite,1.0,3,0,temporada_2009
3980,17,2009-09-02,21h00,quarta-feira,internacional,atlético-mg,internacional,beira rio,3.0,0.0,rs,mg,rs,atlético-mg,noite,3.0,3,0,temporada_2009
3981,23,2009-09-05,18h30,sábado,grêmio,vitória,-,olímpico monumental,1.0,1.0,rs,es,-,-,noite,0.0,1,1,temporada_2009
3982,23,2009-09-05,18h30,sábado,palmeiras,barueri,palmeiras,palestra itália,2.0,1.0,sp,sp,sp,barueri,noite,1.0,3,0,temporada_2009
3983,23,2009-09-05,18h30,sábado,sport,botafogo-rj,sport,ilha do retiro,2.0,1.0,pe,rj,pe,botafogo-rj,noite,1.0,3,0,temporada_2009
3984,23,2009-09-06,16h00,domingo,goiás,coritiba,-,serra dourada,2.0,2.0,go,pr,-,-,tarde,0.0,1,1,temporada_2009
3985,23,2009-09-06,16h00,domingo,athlético-pr,flamengo,-,arena da baixada,0.0,0.0,pr,rj,-,-,tarde,0.0,1,1,temporada_2009
3986,23,2009-09-06,18h30,domingo,fluminense,náutico,-,maracanã,1.0,1.0,rj,pe,-,-,noite,0.0,1,1,temporada_2009
3987,23,2009-09-06,18h30,domingo,santo andré,atlético-mg,atlético-mg,bruno josé daniel,1.0,2.0,sp,mg,mg,santo andré,noite,-1.0,0,3,temporada_2009
3988,23,2009-09-06,18h30,domingo,avaí,internacional,internacional,ressacada,0.0,2.0,sc,rs,rs,avaí,noite,-2.0,0,3,temporada_2009
3989,23,2009-09-06,16h00,domingo,cruzeiro,são paulo,são paulo,mineirão,1.0,2.0,mg,sp,sp,cruzeiro,tarde,-1.0,0,3,temporada_2009
3990,24,2009-09-12,18h30,sábado,flamengo,sport,flamengo,maracanã,3.0,0.0,rj,pe,rj,sport,noite,3.0,3,0,temporada_2009
3991,24,2009-09-12,18h30,sábado,são paulo,avaí,são paulo,morumbi,2.0,0.0,sp,sc,sp,avaí,noite,2.0,3,0,temporada_2009
3992,24,2009-09-13,18h30,domingo,botafogo-rj,fluminense,-,engenhão,0.0,0.0,rj,rj,-,-,noite,0.0,1,1,temporada_2009
3993,24,2009-09-13,16h00,domingo,atlético-mg,athlético-pr,atlético-mg,mineirão,2.0,1.0,mg,pr,mg,athlético-pr,tarde,1.0,3,0,temporada_2009
3994,24,2009-09-13,18h30,domingo,barueri,goiás,barueri,arena barueri,3.0,1.0,sp,go,sp,goiás,noite,2.0,3,0,temporada_2009
3995,24,2009-09-13,16h00,domingo,internacional,cruzeiro,cruzeiro,beira rio,2.0,3.0,rs,mg,mg,internacional,tarde,-1.0,0,3,temporada_2009
3996,24,2009-09-13,18h30,domingo,náutico,grêmio,grêmio,aflitos,0.0,2.0,pe,rs,rs,náutico,noite,-2.0,0,3,temporada_2009
3997,24,2009-09-13,16h00,domingo,santos,santo andré,santos,vila belmiro,1.0,0.0,sp,sp,sp,santo andré,tarde,1.0,3,0,temporada_2009
3998,24,2009-09-13,16h00,domingo,vitória,palmeiras,vitória,barradão,3.0,2.0,es,sp,es,palmeiras,tarde,1.0,3,0,temporada_2009
3999,24,2009-09-16,21h50,quarta-feira,coritiba,corinthians,-,couto pereira,1.0,1.0,pr,sp,-,-,noite,0.0,1,1,temporada_2009
4000,25,2009-09-19,18h30,sábado,náutico,atlético-mg,-,aflitos,0.0,0.0,pe,mg,-,-,noite,0.0,1,1,temporada_2009
4001,25,2009-09-19,18h30,sábado,athlético-pr,sport,athlético-pr,arena da baixada,1.0,0.0,pr,pe,pr,sport,noite,1.0,3,0,temporada_2009
4002,25,2009-09-19,18h30,sábado,vitória,internacional,vitória,barradão,2.0,0.0,es,rs,es,internacional,noite,2.0,3,0,temporada_2009
4003,25,2009-09-20,18h30,domingo,santos,botafogo-rj,-,vila belmiro,0.0,0.0,sp,rj,-,-,noite,0.0,1,1,temporada_2009
4004,25,2009-09-20,16h00,domingo,santo andré,são paulo,-,santa cruz,1.0,1.0,sp,sp,-,-,tarde,0.0,1,1,temporada_2009
4005,25,2009-09-20,16h00,domingo,avaí,barueri,avaí,ressacada,4.0,0.0,sc,sp,sc,barueri,tarde,4.0,3,0,temporada_2009
4006,25,2009-09-20,18h30,domingo,flamengo,coritiba,flamengo,maracanã,3.0,0.0,rj,pr,rj,coritiba,noite,3.0,3,0,temporada_2009
4007,25,2009-09-20,18h30,domingo,corinthians,goiás,goiás,pacaembu,1.0,4.0,sp,go,go,corinthians,noite,-3.0,0,3,temporada_2009
4008,25,2009-09-20,16h00,domingo,grêmio,fluminense,grêmio,olímpico monumental,5.0,1.0,rs,rj,rs,fluminense,tarde,4.0,3,0,temporada_2009
4009,25,2009-09-23,21h50,quarta-feira,cruzeiro,palmeiras,palmeiras,mineirão,1.0,2.0,mg,sp,sp,cruzeiro,noite,-1.0,0,3,temporada_2009
4010,26,2009-09-26,18h30,sábado,barueri,cruzeiro,cruzeiro,arena barueri,0.0,1.0,sp,mg,mg,barueri,noite,-1.0,0,3,temporada_2009
